ALAND,AWATER,COUNTYFP,FUNCSTAT,GEOID,GEOIDFQ,INTPTLAT,INTPTLON,MTFCC,NAME,NAMELSAD,STATEFP,TRACTCE,centroid_in_city,city,city_context,city_label,hi_c,intersects_city,lst_c,state_fips,state_name,analysis_ready,lst_pct,hi_pct,hi_minus_lst_pct,lst_hot,hi_hot,mismatch_class,priority_flag,q75_lst_c,q75_hi_c,q75_hi_minus_lst_pct,_ae_rowid,city_slug,alphaearth_year,alphaearth_collection,source_vector_path,source_vector_layer,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63
246264,0,075,S,06075020602,1400000US06075020602,+37.7578121,-122.4306825,G5020,206.02,Census Tract 206.02,06,020602,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,28.38164772727277,06,California,True,0.5531914893617021,0.5877659574468085,0.034574468085106336,False,True,HI-only hotspot,True,29.713333333333367,16.363990885969546,0.16888297872340421,0,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.13355264303687336,-0.22296367933303896,0.12016211229779614,0.015055703812556038,0.07007304990021417,-0.07310249807598257,-0.09442385247351759,-0.05972674344953188,0.06400876499463475,-0.13508749282125843,0.15411622330410352,0.13984910201656117,-0.17573321686471335,-0.20575740538037748,-0.020819569755303906,-0.01675409694669722,0.18262457128287024,0.1399898343621228,-0.04779229256699152,0.05613027085333732,0.09313561776332528,0.06871244085493051,-0.04868294539351792,0.07693333032339089,-0.02169048658704369,0.26449149188930365,-0.03770475949733482,0.0346384582976126,0.13862227277538583,0.044582047230089746,0.02654858322021282,-0.048697834395927835,0.031416106304816525,-0.07815344958149947,0.11434511555240133,-0.09544115379477092,-0.20428047408522026,0.018906056558982056,-0.1175035735523824,0.0462921489676613,-0.10584581436552329,-0.22582265210786587,0.04021371696203997,-0.07269071287934795,0.14960891604928073,0.09867768219255867,-0.08193250779133228,0.11420509387121436,0.15606446070145125,0.026885127763800788,-0.045410444512074856,0.11140107421847358,-0.1667722721677583,0.1245706976702898,0.08132519385827491,-0.31602225654719157,0.18040544820411578,-0.0709073431216868,-0.010136524374108013,0.03364157533575247,0.16091812061154814,0.010907318871646829,-0.07233168888730779,-0.01920312091688957
127658592,8932931,041,S,06041131100,1400000US06041131100,+37.9207111,-122.5974613,G5020,1311,Census Tract 1311,06,131100,False,san_francisco,Coastal / compact / bay-influenced,San Francisco,15.497950415092708,True,23.4952925983691,06,California,True,0.06382978723404255,0.005319148936170213,-0.058510638297872335,False,False,Neither hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,1,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.1490537199814183,0.025259500456593132,-0.1293429762676937,-0.02745340932412824,0.03472407930558147,0.0010728701269278936,0.0031128881406348985,0.18766240512995438,0.139769085043867,-0.08139259927002965,0.018836519031527544,0.034865515079317407,-0.19482541018315608,-0.07493600633444195,0.11886387469978081,0.1000525200885016,-0.02311711739253407,0.0069051859400043195,-0.013515124794535425,0.07524606471344097,0.08349421509697548,0.08406383803227642,-0.017390370053842717,0.06880053914429442,0.11084832156336874,0.14646019073840638,-0.10040850779437245,0.016548837870769856,0.07913588503799492,0.06290631805028794,0.014907774287364494,0.07635622762640053,0.07772625830094229,0.10082714740275064,-0.04701472410638642,-0.03327377651056067,-0.04548738540849868,0.021610081772206535,-0.16947181235979175,0.08928455192645646,0.0028495416901813493,-0.0759569291954124,0.16724337302250739,-0.08091046991473409,0.0494639186254602,0.1469313997401415,-0.05369763309179418,0.007291036661306684,0.0920807785176453,-0.026537909623563994,-0.03531270340904732,-0.10209954635176033,0.08820147190565422,0.08237606327366266,-0.07305064723559551,-0.17272915638822237,0.08586188950220763,0.03855560308630311,-0.12316993360085,0.030015939628073092,0.20480885948083588,-0.08981411464272823,0.020662497247303093,0.00829143132353993
0,655490076,041,S,06041990100,1400000US06041990100,+37.9956135,-123.0361398,G5020,9901,Census Tract 9901,06,990100,False,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.44582005338145,True,25.657783408312838,06,California,True,0.14361702127659576,0.9787234042553191,0.8351063829787233,False,True,HI-only hotspot,True,29.713333333333367,16.363990885969546,0.16888297872340421,2,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.029483985363630213,-0.09469822481068361,-0.15220567044427916,-0.0986365743101601,0.0036159316226185745,0.053058252098506405,0.08922798156213517,0.17234976294261736,0.06033336772901625,0.03586594314289131,0.15426847268715563,-0.08482444376644147,-0.07349735878293817,-0.19510316502362418,0.09484200012932223,-0.04134468638701732,0.09364465782970513,-0.10224225132662716,0.005539190795209907,-0.0460696092286203,0.10655785670807878,0.14355223225003477,-0.058932359584932294,0.17306157597247546,-0.08719418459273312,-0.1353256433327551,0.03846908211026665,-0.22762494627970462,0.11662487987821947,-0.05539206641736683,-0.201904076491381,0.30928843277102114,0.1261845925249929,-0.08535590491485665,-0.10893872208817693,0.020777222396285086,0.18077802078451827,-0.0038294255141699757,-0.05711882056711349,0.06542678245643924,-0.0417591879447846,-0.27112137891480226,0.19102583888417995,0.052507286099735886,0.005928557154489786,0.1697514377493639,-0.19707648827906138,0.07694200242802798,-0.06826032241028632,-0.012038816463241947,0.012898871135569026,0.12414831247741244,-0.10599848521622256,-0.03965706159438061,-0.031838988604783174,-0.08335401280595214,-0.07922564211312279,0.08680621093308868,0.014100509991161442,-0.048984672035378124,0.09737305565737031,-0.21669863523754102,0.013199988159354576,0.3106759709881236
403597,0,081,S,06081600402,1400000US06081600402,+37.7051376,-122.4529104,G5020,6004.02,Census Tract 6004.02,06,600402,False,san_francisco,Coastal / compact / bay-influenced,San Francisco,15.636442977794673,True,28.606264614650463,06,California,True,0.6117021276595744,0.09840425531914894,-0.5132978723404255,False,False,Neither hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,3,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.07417932372423743,-0.25974376228126667,0.034805309959925756,0.07600596943873912,0.10460354659834017,-0.08437537453708839,-0.1095483085241751,-0.017497622679766373,-0.020207671659525143,0.006283039300129394,0.12935561800008713,0.04242766669591059,-0.13872081122327903,-0.238603675671261,-0.057034148682698516,-0.06569137549714195,0.19110627442357472,0.12121476399768093,-0.08557061091871415,0.008759394379330999,0.07651271835298167,0.0286258832162443,-0.12858024252491052,0.021847508343752837,0.0069213964613827035,0.28504766050811237,-0.015131925995729927,0.10918672737033097,0.07859315504494561,0.029616299515199552,-0.05790993910336934,-0.05237769762765044,0.046860882677323634,-0.14183363426249265,0.1154786860835309,-0.09547774778559512,-0.12219749030903533,0.01170150984421511,-0.143190694213745,0.15262430304500937,0.013652161961336463,-0.26011542348700445,0.03151841890417998,-0.06369131625423534,0.17072426219757136,0.09271836580155043,-0.04210008035301795,0.09985431940851758,0.16733593851285578,-0.0067019836021690584,-0.041353834627353904,0.17844964087856063,-0.05912317945571731,0.11028493814188181,0.04002557300336752,-0.28752217633546856,0.24380989793088356,-0.0534577752115694,-0.044852875201844465,-0.024128021200750603,0.19006031019779496,-0.01788984566172227,-0.012780923356146456,0.008784986739268212
519966,0,081,S,06081600401,1400000US06081600401,+37.7054527,-122.4443647,G5020,6004.01,Census Tract 6004.01,06,600401,False,san_francisco,Coastal / compact / bay-influenced,San Francisco,15.636442977794673,True,27.73745492903725,06,California,True,0.3829787234042553,0.09840425531914894,-0.2845744680851064,False,False,Neither hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,4,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.10139867041183577,-0.22665699988242638,0.03270870012480494,0.08054906792495226,0.08667551689550862,-0.07011337370597104,-0.05271500925974268,0.02350688044806825,0.03739067406988521,-0.062303735171695476,0.11674050889361554,0.023144572613848637,-0.203655408754213,-0.22156476404735315,0.0028528646760215886,-0.04767056117994847,0.13688638009311976,0.09070871160560318,-0.11755849312799556,0.029250730945217823,0.0837882978282145,0.02377842423567718,-0.11242289247848859,0.01820911570849837,0.03313320870475453,0.2939119375526491,-0.05007569131217753,0.06526276266778927,0.1311464663882116,0.06473057884209629,-0.03118073213688599,-0.024901011205468577,0.05453576132430536,-0.03247611986869729,0.09494195664866922,-0.04120855695024434,-0.059863939631823404,0.011275230491693716,-0.1616783195391321,0.12542245559865423,0.01703746426617039,-0.24179040986510697,0.0531472848203543,-0.054423804885253974,0.1562287286049195,0.08553773435548279,-0.06584398729256692,0.10722885922964098,0.12419428119090936,-0.006572415408081316,-0.05613745620668481,0.14101106649694062,-0.04836049256794578,0.1350412604986726,0.006163098257344497,-0.2906505397715232,0.22566161054644981,-0.04728184458538466,-0.06227168480084509,0.016335270140651198,0.19372296969734362,-0.04470571741751879,-0.005874524720119299,0.03743619870191112
294894,0,075,S,06075017102,1400000US06075017102,+37.7654353,-122.4504754,G5020,171.02,Census Tract 171.02,06,017102,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,26.69611111111116,06,California,True,0.22872340425531915,0.5877659574468085,0.35904255319148937,False,True,HI-only hotspot,True,29.713333333333367,16.363990885969546,0.16888297872340421,5,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.09214212215989376,-0.2157399992031097,0.2163433462261813,-0.016943293513253015,0.015900459669508028,-0.13968613076216468,-0.07354857638003975,-0.04206929555795375,0.021201116031202005,-0.10574586970807388,0.11299365188830099,0.18659311821540916,-0.06524743647747987,-0.14275640561432115,-0.04485451567445499,0.03189425776569854,0.1252310741211472,0.17233310874691538,0.010387786879816353,-0.06264681403135215,0.11771850252489219,0.14631881702464608,-0.012035015537616057,0.16489745362140487,-0.048910225064590335,0.13342937917211084,-0.07350333936506866,0.026839833575957223,0.17711769935193195,-0.00937079084244903,0.011973373030239872,-0.0656729788781748,0.01083747231128584,-0.126743800351149,0.058247146220121664,-0.14050536895448687,-0.18794255685119465,0.07656869000635896,-0.09607699249999112,-0.053265647934065706,-0.12715364609530055,-0.2318041222873613,-0.01588147043520324,-0.12212780247221029,0.1483999237965939,0.1706716140168722,-0.08768897749611548,0.1428997020228994,0.22425092036675837,0.027626481330267735,-0.07295785140003264,0.17916970214596,-0.20172071307881886,0.06273537299714443,0.03792470858421233,-0.31656372683179207,0.12455143101204448,-0.12270767113936032,0.037160109892784884,0.010693853475687076,0.10816789347296028,0.030528661688094812,0.023752215455560194,-0.07500926363739654
92653,0,075,S,06075012302,1400000US06075012302,+37.7870222,-122.4120970,G5020,123.02,Census Tract 123.02,06,012302,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,29.77448275862074,06,California,True,0.776595744680851,0.5877659574468085,-0.18882978723404253,True,True,Both LST and HI hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,6,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.07716023306051123,-0.19090333341626034,0.1562593304729267,-0.062099985062567954,0.021028131971969642,-0.20930271012601337,-0.005472276912721369,-0.0052848222204558105,-0.08654325321922848,-0.014189483361086717,0.1264399668205792,0.23283574901347023,-0.002231067366005478,-0.08178401390590852,-0.12948357809978556,-0.07395711426091295,0.21840938334847748,0.11540737606507302,0.0016495484075257335,-0.01634219632868723,0.1432627215753654,0.0925812587585469,-0.03477990314196456,0.08615465799008921,0.032024157492221664,-0.02727357281347606,-0.04494265751146914,0.12210990361197117,0.10466666000475087,-0.022517566558024782,0.08989263604168707,-0.03381283566349245,-0.0021073609894714422,-0.18387000771331127,0.008201601313366067,-0.14540930290982945,-0.34737413702095554,-0.0003691633925753543,-0.026008735692159418,-0.09355460785314011,-0.06582992156072254,-0.2056271708126905,0.014658344963499334,-0.184320145275573,0.04703191781472815,0.21596955425542405,-0.09929657389579558,0.08435879481203588,0.16661977885250354,0.07870096162181187,-0.14503977113438948,0.21542325027442535,-0.1885093070721139,0.03063158294484205,0.08687442366181039,-0.23288888325939006,0.04082366124783548,-0.1326583347061014,0.10279048402033641,-0.12817670917161328,0.06562494063762071,-0.026534706705949568,-0.02806195549515347,0.009345774247260498
226534,0,075,S,06075016801,1400000US06075016801,+37.7713309,-122.4290133,G5020,168.01,Census Tract 168.01,06,016801,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,28.535000000000025,06,California,True,0.5851063829787234,0.5877659574468085,0.0026595744680850686,False,True,HI-only hotspot,True,29.713333333333367,16.363990885969546,0.16888297872340421,7,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.08022714082758528,-0.22006063525013933,0.21973659559566117,-0.0466895802500998,0.015441143282280979,-0.17826970920259558,-0.07318944364516784,-0.0476204173609202,-0.03472071828529274,-0.04750475058696356,0.11068501953113771,0.2190051013304084,-0.030779760689975615,-0.13155651654732445,-0.08909504712157143,-0.036128479623572976,0.1648162495868949,0.16788301419449647,0.011168542929288528,-0.04544582765283287,0.13865072809357645,0.14608635039628576,-0.03335920662989241,0.11706263080630058,-0.028229497811426318,0.0589711562551303,-0.05417235979420358,0.09888511211887326,0.12043982564056109,0.0042148610078680555,0.07326524322828269,-0.07144107582258859,0.012194985980604613,-0.18134828551746648,0.021643058321725063,-0.13854246684248037,-0.27728519896430026,0.038049180866195936,-0.058696724392911924,-0.030087792409196488,-0.09879997810438354,-0.19302188404678985,-0.017739624350550202,-0.17567484216350698,0.09001273181940754,0.17444344199315992,-0.07342388746561856,0.1045780000338073,0.21483533813978267,0.06203394858188777,-0.09408565938195358,0.22216408242184024,-0.20809212726592752,0.015452259382379707,0.06765792037401293,-0.2742806888873813,0.07910074994270991,-0.12487474088866428,0.050609933771077066,-0.036603745722546516,0.09032353569225252,-0.004498423418049525,-0.024860095004480116,-0.04944180981757727
93053,0,075,S,06075011902,1400000US06075011902,+37.7909959,-122.4098067,G5020,119.02,Census Tract 119.02,06,011902,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,29.80666666666673,06,California,True,0.7978723404255319,0.5877659574468085,-0.21010638297872342,True,True,Both LST and HI hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,8,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.07915321695787117,-0.1952746400461297,0.18979617826932854,-0.04175994611886059,0.01519977436308934,-0.1970814349052988,-0.03440893546179873,-0.010874706226016048,-0.0795526295330146,-0.030365656041692956,0.12082051553153636,0.23534667435013498,-0.004560956901079094,-0.09593297312908576,-0.12746270114260433,-0.06297425723467406,0.20373850022651788,0.1207810084641484,0.00273936578659072,-0.015493401188861621,0.14624457452506123,0.09842532324985201,-0.03828533365015492,0.09121282327263974,0.010530511294899398,-0.010040617318356948,-0.052394410429569174,0.12001634477199698,0.10799544452186768,-0.022919895309492958,0.09854065537289118,-0.05476192480377534,0.006266865914054925,-0.18936338703419067,0.008772077283500416,-0.12991633517596946,-0.3284878667400399,0.0015244941631718694,-0.05754477014865858,-0.06411898282192985,-0.07945434285483119,-0.18708153638576008,0.007905782378961744,-0.18791063252628679,0.05833712427673973,0.21638456532646622,-0.08665003691073721,0.08351973391899588,0.18067141452557264,0.07440180753961159,-0.13953626589163526,0.22923297259803185,-0.18488419807279177,0.01909599859675197,0.07372478737548464,-0.2476981027799369,0.05813437935374081,-0.13421405446919465,0.0789266430212841,-0.1003545974838589,0.07075319542836554,-0.024008446385802202,-0.03448692543396941,-0.02942609004481298
94685,0,075,S,06075012202,1400000US06075012202,+37.7854270,-122.4196803,G5020,122.02,Census Tract 122.02,06,012202,True,san_francisco,Coastal / compact / bay-influenced,San Francisco,16.363990885969546,True,29.713333333333367,06,California,True,0.7526595744680851,0.5877659574468085,-0.16489361702127658,True,True,Both LST and HI hotspot,False,29.713333333333367,16.363990885969546,0.16888297872340421,9,san_francisco,2024,GOOGLE/SATELLITE_EMBEDDING/V1/ANNUAL,/Users/yufeizhou/Desktop/heat-exposure-compare/data/processed/san_francisco/san_francisco_master_lst_hi_hotcompare.gpkg,san_francisco_master_lst_hi_hotcompare,0.07800996087362407,-0.19556618509783064,0.16715058439903768,-0.06417661999518283,0.027098670491766105,-0.20711482011251353,-0.01681525115363184,-0.025221873363093443,-0.07734736710744558,-0.02147268218164404,0.12005820626298268,0.23503937954263474,0.003191434929781323,-0.10467885420765623,-0.11262796341946031,-0.07266655004104311,0.209170997049441,0.12100880887833473,0.004328803391576657,-0.01445735013390647,0.13247630040303038,0.10370737125832376,-0.049053892358821446,0.09127787680652794,0.014665113316895895,-0.013929137632923793,-0.04717674723798499,0.10891114857655963,0.12068335558983018,-0.027515872889328462,0.09255875474391598,-0.030794289174175708,0.0042562543631735235,-0.19109473929605889,0.023602844745474846,-0.12514046154119374,-0.3384965207128789,-0.005040885020868538,-0.02726135733102179,-0.07853987875734933,-0.07561557616243116,-0.20582597594896038,0.006887761256568338,-0.19076016664271228,0.054140076068503566,0.20315826781874355,-0.10134441279268834,0.08349162129330623,0.16587695881134126,0.07847739074329575,-0.13664973524463173,0.22091195734170802,-0.19353305243922458,0.038378839302141456,0.07330847737483648,-0.2409670973635085,0.04868385244865865,-0.13922952238062994,0.08898334875839825,-0.128304660605929,0.06299861163741532,-0.02445649706559414,-0.041883459138104456,0.0076949356146019075
